Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2010Q3,0.0322949,1618.225
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2010Q3,0.0783780,3539.700
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2010Q4,0.0658790,2525.361
High level industry groups,Mining,SG01RSC02B01A02,2010Q4,0.0205811,895.708
High level industry groups,Manufacturing,SG01RSC02B01B01,2010Q4,0.1084432,5345.509
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2010Q4,0.0312432,1548.012
High level industry groups,Construction,SG01RSC02B01B03,2010Q4,0.0514915,2573.578
High level industry groups,Wholesale trade,SG01RSC02B01C01,2010Q4,0.0495782,2652.085
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2010Q4,0.0606168,3050.884
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2010Q4,0.0430725,2179.964
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2010Q4,0.0287914,1577.299
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2010Q4,0.0490545,2812.675
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2010Q4,0.1334296,6544.512
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2010Q4,0.0958388,4739.414
High level industry groups,Public administration and safety,SG01RSC02B01C08,2010Q4,0.0434491,2209.661
High level industry groups,Education and training,SG01RSC02B01C09,2010Q4,0.0471865,2311.937
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2010Q4,0.0606717,2985.971
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2010Q4,0.0322949,1577.427
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2010Q4,0.0783780,3598.676
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q1,0.0658790,2636.044
High level industry groups,Mining,SG01RSC02B01A02,2011Q1,0.0205811,867.549
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q1,0.1084432,5354.217
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q1,0.0312432,1562.206
High level industry groups,Construction,SG01RSC02B01B03,2011Q1,0.0514915,2530.884
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q1,0.0495782,2657.932
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q1,0.0606168,3099.882
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q1,0.0430725,2194.864
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q1,0.0287914,1598.909
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q1,0.0490545,2813.713
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q1,0.1334296,6633.431
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q1,0.0958388,4889.845
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q1,0.0434491,2239.407
High level industry groups,Education and training,SG01RSC02B01C09,2011Q1,0.0471865,2313.259
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q1,0.0606717,2940.042
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q1,0.0322949,1598.624
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q1,0.0783780,3637.001
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q2,0.0628417,2798.825
High level industry groups,Mining,SG01RSC02B01A02,2011Q2,0.0188054,806.067
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q2,0.1094433,5398.837
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q2,0.0309796,1553.842
High level industry groups,Construction,SG01RSC02B01B03,2011Q2,0.0507155,2538.375
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q2,0.0494091,2741.864
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q2,0.0601752,3115.680
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q2,0.0438010,2179.199
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q2,0.0287733,1613.788
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q2,0.0498738,2844.325
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q2,0.1366030,6731.833
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q2,0.0940768,4907.554
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q2,0.0424422,2222.080
High level industry groups,Education and training,SG01RSC02B01C09,2011Q2,0.0468706,2312.271
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q2,0.0594512,2955.224
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q2,0.0320655,1628.810
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q2,0.0836727,3527.790
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q3,0.0628417,2813.438
High level industry groups,Mining,SG01RSC02B01A02,2011Q3,0.0188054,848.593
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q3,0.1094433,5419.524
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q3,0.0309796,1527.045
High level industry groups,Construction,SG01RSC02B01B03,2011Q3,0.0507155,2577.861
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q3,0.0494091,2660.367
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q3,0.0601752,3195.212
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q3,0.0438010,2208.156
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q3,0.0287733,1612.053
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q3,0.0498738,2868.161
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q3,0.1366030,6788.815
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q3,0.0940768,4928.863
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q3,0.0424422,2238.866
High level industry groups,Education and training,SG01RSC02B01C09,2011Q3,0.0468706,2312.160
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q3,0.0594512,3016.368
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q3,0.0320655,1647.254
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q3,0.0836727,3675.719
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q4,0.0628417,2904.634
High level industry groups,Mining,SG01RSC02B01A02,2011Q4,0.0188054,827.548
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q4,0.1094433,5169.218
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q4,0.0309796,1503.541
High level industry groups,Construction,SG01RSC02B01B03,2011Q4,0.0507155,2644.555
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q4,0.0494091,2692.826
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q4,0.0601752,3240.936
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q4,0.0438010,2198.015
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q4,0.0287733,1623.718
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q4,0.0498738,2895.272
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q4,0.1366030,6928.838
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q4,0.0940768,4873.223
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q4,0.0424422,2204.283
High level industry groups,Education and training,SG01RSC02B01C09,2011Q4,0.0468706,2312.923
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q4,0.0594512,3035.764
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q4,0.0320655,1653.874
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q4,0.0836727,3691.051
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q1,0.0628417,3004.160
High level industry groups,Mining,SG01RSC02B01A02,2012Q1,0.0188054,810.066
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q1,0.1094433,5353.730
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q1,0.0309796,1534.749
High level industry groups,Construction,SG01RSC02B01B03,2012Q1,0.0507155,2602.523
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q1,0.0494091,2738.409
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q1,0.0601752,3241.764
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q1,0.0438010,2205.442
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q1,0.0287733,1616.516
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q1,0.0498738,2906.570
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q1,0.1366030,6935.494
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q1,0.0940768,4879.594
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q1,0.0424422,2250.911
High level industry groups,Education and training,SG01RSC02B01C09,2012Q1,0.0468706,2314.563
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q1,0.0594512,3071.933
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q1,0.0320655,1625.447
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q1,0.0836727,3625.972
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q2,0.0551726,3088.453
High level industry groups,Mining,SG01RSC02B01A02,2012Q2,0.0171996,818.055
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q2,0.1060772,5376.689
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q2,0.0328922,1544.688
High level industry groups,Construction,SG01RSC02B01B03,2012Q2,0.0530627,2589.636
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q2,0.0484135,2755.881
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q2,0.0626001,3255.762
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q2,0.0450139,2230.308
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q2,0.0284824,1635.853
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q2,0.0502143,2925.378
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q2,0.1397462,6966.792
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q2,0.0952700,4913.284
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q2,0.0420566,2203.365
High level industry groups,Education and training,SG01RSC02B01C09,2012Q2,0.0466882,2316.653
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q2,0.0603828,3119.443
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q2,0.0321568,1623.472
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q2,0.0845709,3770.269
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q3,0.0551726,3044.561
High level industry groups,Mining,SG01RSC02B01A02,2012Q3,0.0171996,782.922
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q3,0.1060772,5343.421
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q3,0.0328922,1587.249
High level industry groups,Construction,SG01RSC02B01B03,2012Q3,0.0530627,2698.162
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q3,0.0484135,2742.601
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q3,0.0626001,3260.275
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q3,0.0450139,2203.878
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q3,0.0284824,1689.367
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q3,0.0502143,2927.337
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q3,0.1397462,7024.758
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q3,0.0952700,4933.608
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q3,0.0420566,2218.515
High level industry groups,Education and training,SG01RSC02B01C09,2012Q3,0.0466882,2316.925
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q3,0.0603828,3105.416
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q3,0.0321568,1621.619
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q3,0.0845709,3719.462
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q4,0.0551726,3077.324
High level industry groups,Mining,SG01RSC02B01A02,2012Q4,0.0171996,759.002
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q4,0.1060772,5452.008
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q4,0.0328922,1603.616
High level industry groups,Construction,SG01RSC02B01B03,2012Q4,0.0530627,2782.465
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q4,0.0484135,2760.680
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q4,0.0626001,3309.811
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q4,0.0450139,2220.404
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q4,0.0284824,1720.426
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q4,0.0502143,2959.326
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q4,0.1397462,7067.472
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q4,0.0952700,5019.588
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q4,0.0420566,2247.822
High level industry groups,Education and training,SG01RSC02B01C09,2012Q4,0.0466882,2315.378
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q4,0.0603828,3126.549
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q4,0.0321568,1659.586
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q4,0.0845709,3742.800
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q1,0.0551726,2949.449
High level industry groups,Mining,SG01RSC02B01A02,2013Q1,0.0171996,803.795
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q1,0.1060772,5388.556
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q1,0.0328922,1577.018
High level industry groups,Construction,SG01RSC02B01B03,2013Q1,0.0530627,2823.959
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q1,0.0484135,2788.727
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q1,0.0626001,3344.934
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q1,0.0450139,2198.169
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q1,0.0284824,1750.834
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q1,0.0502143,2983.632
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q1,0.1397462,7081.641
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q1,0.0952700,4994.368
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q1,0.0420566,2235.888
High level industry groups,Education and training,SG01RSC02B01C09,2013Q1,0.0466882,2312.012
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q1,0.0603828,3122.250
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q1,0.0321568,1632.122
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q1,0.0845709,3804.495
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q2,0.0703345,2844.360
High level industry groups,Mining,SG01RSC02B01A02,2013Q2,0.0153725,851.471
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q2,0.1023552,5411.793
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q2,0.0318897,1550.792
High level industry groups,Construction,SG01RSC02B01B03,2013Q2,0.0532586,2839.722
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q2,0.0497927,2773.763
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q2,0.0616715,3404.091
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q2,0.0444861,2214.752
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q2,0.0277241,1795.015
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q2,0.0526872,3030.011
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q2,0.1386324,7183.832
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q2,0.0946992,5188.938
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q2,0.0403734,2305.761
High level industry groups,Education and training,SG01RSC02B01C09,2013Q2,0.0451174,2307.219
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q2,0.0578764,3139.389
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q2,0.0312576,1633.642
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q2,0.0824715,3821.808
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q3,0.0703345,3083.238
High level industry groups,Mining,SG01RSC02B01A02,2013Q3,0.0153725,760.589
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q3,0.1023552,5430.800
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q3,0.0318897,1543.961
High level industry groups,Construction,SG01RSC02B01B03,2013Q3,0.0532586,2804.088
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q3,0.0497927,2799.967
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q3,0.0616715,3426.887
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q3,0.0444861,2231.341
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q3,0.0277241,1853.770
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q3,0.0526872,3044.568
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q3,0.1386324,7264.707
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q3,0.0946992,5211.331
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q3,0.0403734,2292.160
High level industry groups,Education and training,SG01RSC02B01C09,2013Q3,0.0451174,2305.084
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q3,0.0578764,3179.088
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q3,0.0312576,1659.699
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q3,0.0824715,3846.945
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q4,0.0703345,2999.947
High level industry groups,Mining,SG01RSC02B01A02,2013Q4,0.0153725,787.298
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q4,0.1023552,5447.755
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q4,0.0318897,1587.290
High level industry groups,Construction,SG01RSC02B01B03,2013Q4,0.0532586,2829.781
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q4,0.0497927,2854.954
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q4,0.0616715,3435.378
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q4,0.0444861,2274.094
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q4,0.0277241,1863.199
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q4,0.0526872,3066.168
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q4,0.1386324,7273.172
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q4,0.0946992,5233.672
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q4,0.0403734,2294.524
High level industry groups,Education and training,SG01RSC02B01C09,2013Q4,0.0451174,2305.607
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q4,0.0578764,3205.338
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q4,0.0312576,1620.962
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q4,0.0824715,3902.814
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q1,0.0703345,3085.910
High level industry groups,Mining,SG01RSC02B01A02,2014Q1,0.0153725,913.132
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q1,0.1023552,5510.936
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q1,0.0318897,1587.174
High level industry groups,Construction,SG01RSC02B01B03,2014Q1,0.0532586,2987.518
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q1,0.0497927,2850.673
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q1,0.0616715,3467.137
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q1,0.0444861,2315.472
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q1,0.0277241,1909.000
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q1,0.0526872,3063.515
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q1,0.1386324,7306.204
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q1,0.0946992,5261.078
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q1,0.0403734,2302.501
High level industry groups,Education and training,SG01RSC02B01C09,2014Q1,0.0451174,2308.786
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q1,0.0578764,3207.407
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q1,0.0312576,1667.012
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q1,0.0824715,3936.041
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q2,0.0477620,3006.365
High level industry groups,Mining,SG01RSC02B01A02,2014Q2,0.0147658,872.934
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q2,0.1106975,5550.987
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q2,0.0312934,1586.647
High level industry groups,Construction,SG01RSC02B01B03,2014Q2,0.0569967,3069.394
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q2,0.0514462,2918.112
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q2,0.0629385,3530.406
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q2,0.0470712,2393.287
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q2,0.0270964,1915.401
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q2,0.0556838,3086.642
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q2,0.1387503,7290.710
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q2,0.0952830,5353.352
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q2,0.0404797,2340.094
High level industry groups,Education and training,SG01RSC02B01C09,2014Q2,0.0453145,2316.566
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q2,0.0587682,3233.853
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q2,0.0324492,1715.679
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q2,0.0832036,3923.186
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q3,0.0477620,3124.034
High level industry groups,Mining,SG01RSC02B01A02,2014Q3,0.0147658,895.404
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q3,0.1106975,5537.406
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q3,0.0312934,1619.681
High level industry groups,Construction,SG01RSC02B01B03,2014Q3,0.0569967,3138.848
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q3,0.0514462,2889.774
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q3,0.0629385,3596.373
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q3,0.0470712,2363.825
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q3,0.0270964,1983.449
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q3,0.0556838,3095.344
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q3,0.1387503,7333.527
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q3,0.0952830,5338.621
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q3,0.0404797,2362.440
High level industry groups,Education and training,SG01RSC02B01C09,2014Q3,0.0453145,2323.073
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q3,0.0587682,3289.322
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q3,0.0324492,1727.471
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q3,0.0832036,4039.781
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q4,0.0477620,3265.467
High level industry groups,Mining,SG01RSC02B01A02,2014Q4,0.0147658,866.394
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q4,0.1106975,5591.224
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q4,0.0312934,1621.570
High level industry groups,Construction,SG01RSC02B01B03,2014Q4,0.0569967,3070.776
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q4,0.0514462,2904.031
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q4,0.0629385,3677.779
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q4,0.0470712,2424.007
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q4,0.0270964,2044.332
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q4,0.0556838,3154.927
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q4,0.1387503,7460.538
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q4,0.0952830,5410.950
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q4,0.0404797,2396.613
High level industry groups,Education and training,SG01RSC02B01C09,2014Q4,0.0453145,2328.309
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q4,0.0587682,3288.907
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q4,0.0324492,1728.419
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q4,0.0832036,4044.881
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q1,0.0477620,3191.821
High level industry groups,Mining,SG01RSC02B01A02,2015Q1,0.0147658,812.046
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q1,0.1106975,5587.226
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q1,0.0312934,1630.672
High level industry groups,Construction,SG01RSC02B01B03,2015Q1,0.0569967,3184.141
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q1,0.0514462,2857.417
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q1,0.0629385,3736.975
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q1,0.0470712,2498.433
